,movieId,userId,tag,timestamp,Date,Month_Year
73593,533,102118,Comic Book adaption,1309117252,2011-06-26 19:40:52,06/2011
73642,2116,102118,adapted from:book,1304700415,2011-05-06 16:46:55,05/2011
73647,2116,102118,based on a book,1304700439,2011-05-06 16:47:19,05/2011
73715,7099,102118,comic book,1304702581,2011-05-06 17:23:01,05/2011
73734,7439,102118,comic book,1309116705,2011-06-26 19:31:45,06/2011
73750,58803,102118,based on a book,1305307052,2011-05-13 17:17:32,05/2011
73756,66097,102118,adapted from:book,1311811307,2011-07-28 00:01:47,07/2011
73758,66097,102118,based on a book,1311811310,2011-07-28 00:01:50,07/2011
73768,77561,102118,comic book,1309116631,2011-06-26 19:30:31,06/2011
73784,91529,102118,comic book,1344687512,2012-08-11 12:18:32,08/2012
73785,91529,102118,comic books,1344687493,2012-08-11 12:18:13,08/2012
73822,1271,14437,not true to book,1285599757,2010-09-27 15:02:37,09/2010
73844,1873,14437,musical/book better,1286032878,2010-10-02 15:21:18,10/2010
73870,3148,14437,based on book,1285609851,2010-09-27 17:50:51,09/2010
73940,5945,14437,different from book,1286013728,2010-10-02 10:02:08,10/2010
74030,41571,14437,based on book,1287647907,2010-10-21 07:58:27,10/2010
74092,64622,14437,based on book,1287313193,2010-10-17 10:59:53,10/2010
74188,1562,85249,comic book,1161354471,2006-10-20 14:27:51,10/2006
74331,51662,85249,comic book,1209436702,2008-04-29 02:38:22,04/2008
74383,17,58612,adapted from:book,1270592022,2010-04-06 22:13:42,04/2010
74394,28,58612,adapted from:book,1248915501,2009-07-30 00:58:21,07/2009
74463,73,58612,adapted from:book,1366727433,2013-04-23 14:30:33,04/2013
74516,153,58612,comic book,1168638706,2007-01-12 21:51:46,01/2007
74635,337,58612,adapted from:book,1309973656,2011-07-06 17:34:16,07/2011
74669,356,58612,adapted from:book,1267419039,2010-03-01 04:50:39,03/2010
74706,367,58612,comic book,1162441235,2006-11-02 04:20:35,11/2006
74733,446,58612,adapted from:book,1364708409,2013-03-31 05:40:09,03/2013
74805,515,58612,adapted from:book,1352843360,2012-11-13 21:49:20,11/2012
74822,527,58612,based on book,1154128008,2006-07-28 23:06:48,07/2006
74903,661,58612,adapted from:book,1372791280,2013-07-02 18:54:40,07/2013
74924,762,58612,adapted from:book,1369435805,2013-05-24 22:50:05,05/2013
74929,778,58612,adapted from:book,1416625156,2014-11-22 02:59:16,11/2014
74983,858,58612,adapted from:book,1248925761,2009-07-30 03:49:21,07/2009
75047,919,58612,adapted from:book,1262027853,2009-12-28 19:17:33,12/2009
75151,1032,58612,adapted from:book,1257176733,2009-11-02 15:45:33,11/2009
75164,1036,58612,adapted from:book,1346036952,2012-08-27 03:09:12,08/2012
75289,1193,58612,adapted from:book,1280591685,2010-07-31 15:54:45,07/2010
75291,1193,58612,based on a book,1169130802,2007-01-18 14:33:22,01/2007
75397,1213,58612,adapted from:book,1219951987,2008-08-28 19:33:07,08/2008
75486,1232,58612,adapted from:book,1262717371,2010-01-05 18:49:31,01/2010
75515,1242,58612,based on book,1157057796,2006-08-31 20:56:36,08/2006
75556,1258,58612,based on a book,1302304691,2011-04-08 23:18:11,04/2011
75567,1267,58612,adapted from:book,1334546934,2012-04-16 03:28:54,04/2012
75643,1295,58612,adapted from:book,1275005102,2010-05-28 00:05:02,05/2010
75898,1810,58612,adapted from:book,1270591784,2010-04-06 22:09:44,04/2010
75938,1913,58612,adapted from:book,1249005122,2009-07-31 01:52:02,07/2009
75979,1958,58612,adapted from:book,1280841730,2010-08-03 13:22:10,08/2010
76052,2018,58612,adapted from:book,1272000489,2010-04-23 05:28:09,04/2010
76065,2020,58612,adapted from:book,1307848378,2011-06-12 03:12:58,06/2011
76076,2059,58612,adapted from:book,1254013181,2009-09-27 00:59:41,09/2009
76111,2078,58612,adapted from:book,1255201277,2009-10-10 19:01:17,10/2009
76132,2087,58612,adapted from:book,1257176648,2009-11-02 15:44:08,11/2009
76241,2313,58612,based on book,1197354430,2007-12-11 06:27:10,12/2007
76329,2424,58612,bookshop,1204637833,2008-03-04 13:37:13,03/2008
76383,2712,58612,adapted from:book,1272001646,2010-04-23 05:47:26,04/2010
76442,2734,58612,adapted from:book,1307849696,2011-06-12 03:34:56,06/2011
76455,2761,58612,adapted from:book,1302309990,2011-04-09 00:46:30,04/2011
76503,2804,58612,adapted from:book,1302306960,2011-04-08 23:56:00,04/2011
76536,2872,58612,adapted from:book,1388642305,2014-01-02 05:58:25,01/2014
76558,2959,58612,adapted from:book,1232824372,2009-01-24 19:12:52,01/2009
76683,3098,58612,adapted from:book,1270445747,2010-04-05 05:35:47,04/2010
76708,3105,58612,adapted from:book,1372790928,2013-07-02 18:48:48,07/2013
76720,3176,58612,adapted from:book,1368383454,2013-05-12 18:30:54,05/2013
76769,3260,58612,adapted from:book,1307848806,2011-06-12 03:20:06,06/2011
76827,3317,58612,adapted from:book,1310088547,2011-07-08 01:29:07,07/2011
76861,3435,58612,adapted from:book,1219959526,2008-08-28 21:38:46,08/2008
76883,3440,58612,comic book,1199570811,2008-01-05 22:06:51,01/2008
76895,3499,58612,adapted from:book,1280587027,2010-07-31 14:37:07,07/2010
76899,3503,58612,adapted from:book,1388723185,2014-01-03 04:26:25,01/2014
76961,3793,58612,comic book,1280601276,2010-07-31 18:34:36,07/2010
76976,3949,58612,adapted from:book,1416603249,2014-11-21 20:54:09,11/2014
77140,4234,58612,based on book,1155833368,2006-08-17 16:49:28,08/2006
77187,4246,58612,adapted from:book,1252612927,2009-09-10 20:02:07,09/2009
77324,4993,58612,adapted from:book,1259946187,2009-12-04 17:03:07,12/2009
77364,5349,58612,comic book,1164479166,2006-11-25 18:26:06,11/2006
77367,5377,58612,adapted from:book,1302546913,2011-04-11 18:35:13,04/2011
77383,5418,58612,adapted from:book,1253253635,2009-09-18 06:00:35,09/2009
77441,5881,58612,adapted from:book,1388722807,2014-01-03 04:20:07,01/2014
77472,5952,58612,based on a book,1169129595,2007-01-18 14:13:15,01/2007
77490,6016,58612,adapted from:book,1219952099,2008-08-28 19:34:59,08/2008
77533,6297,58612,based on a book,1201318140,2008-01-26 03:29:00,01/2008
77571,6333,58612,comic book,1280601249,2010-07-31 18:34:09,07/2010
77635,6708,58612,based on book,1162141374,2006-10-29 17:02:54,10/2006
77656,6787,58612,adapted from:book,1302399567,2011-04-10 01:39:27,04/2011
77686,6870,58612,adapted from:book,1280560427,2010-07-31 07:13:47,07/2010
77704,6879,58612,adapted from:book,1273786440,2010-05-13 21:34:00,05/2010
77755,7147,58612,adapted from:book,1280560870,2010-07-31 07:21:10,07/2010
77786,7153,58612,adapted from:book,1262108387,2009-12-29 17:39:47,12/2009
77804,7158,58612,adapted from:book,1370216653,2013-06-02 23:44:13,06/2013
77856,7669,58612,adapted from:book,1248914467,2009-07-30 00:41:07,07/2009
77892,8636,58612,comic book,1144430654,2006-04-07 17:24:14,04/2006
77931,8665,58612,adapted from:book,1253253607,2009-09-18 06:00:07,09/2009
77969,8949,58612,adapted from:book,1307850010,2011-06-12 03:40:10,06/2011
77977,8961,58612,comic book,1152291075,2006-07-07 16:51:15,07/2006
77997,27706,58612,adapted from:book series,1204049649,2008-02-26 18:14:09,02/2008
77999,27706,58612,based on a book,1161361378,2006-10-20 16:22:58,10/2006
78045,27831,58612,adapted from:book,1384815494,2013-11-18 22:58:14,11/2013
78086,27904,58612,adapted from:book,1306603960,2011-05-28 17:32:40,05/2011
78242,33794,58612,comic book,1152685184,2006-07-12 06:19:44,07/2006
78386,40278,58612,based on book,1169275361,2007-01-20 06:42:41,01/2007
78404,40815,58612,adapted from:book,1366223166,2013-04-17 18:26:06,04/2013
78441,41997,58612,based on a book,1174225321,2007-03-18 13:42:01,03/2007
78474,44191,58612,comic book,1176639783,2007-04-15 12:23:03,04/2007
78502,44195,58612,adapted from:book,1276532188,2010-06-14 16:16:28,06/2010
78795,48774,58612,adapted from:book,1267541735,2010-03-02 14:55:35,03/2010
78867,49272,58612,adapted from:book,1352842748,2012-11-13 21:39:08,11/2012
78970,52435,58612,adapted from:book,1248965473,2009-07-30 14:51:13,07/2009
79033,54286,58612,adapted from:book,1213812091,2008-06-18 18:01:31,06/2008
79132,55820,58612,adapted from:book,1280591900,2010-07-31 15:58:20,07/2010
79219,56782,58612,adapted from:book,1272141488,2010-04-24 20:38:08,04/2010
79252,56788,58612,adapted from:book,1213817130,2008-06-18 19:25:30,06/2008
79327,59315,58612,comic book,1280601294,2010-07-31 18:34:54,07/2010
79427,63082,58612,adapted from:book,1384712490,2013-11-17 18:21:30,11/2013
79472,63992,58612,adapted from:book,1259881741,2009-12-03 23:09:01,12/2009
79498,67255,58612,adapted from:book,1278260202,2010-07-04 16:16:42,07/2010
79622,72011,58612,adapted from:book,1262719579,2010-01-05 19:26:19,01/2010
79741,80463,58612,adapted from:book,1302398093,2011-04-10 01:14:53,04/2011
79849,81834,58612,adapted from:book,1302323800,2011-04-09 04:36:40,04/2011
79895,87232,58612,comic book,1308000370,2011-06-13 21:26:10,06/2011
79969,89492,58612,adapted from:book,1352688770,2012-11-12 02:52:50,11/2012
80008,89745,58612,comic book,1341810338,2012-07-09 05:05:38,07/2012
80044,91500,58612,adapted from:book,1388636286,2014-01-02 04:18:06,01/2014
80115,96079,58612,adapted from:book series,1354659524,2012-12-04 22:18:44,12/2012
80233,98809,58612,adapted from:book,1357925286,2013-01-11 17:28:06,01/2013
80284,102125,58612,comic book,1384820766,2013-11-19 00:26:06,11/2013
80344,106487,58612,adapted from:book,1388701650,2014-01-02 22:27:30,01/2014
80492,1562,32780,comic book,1196201505,2007-11-27 22:11:45,11/2007
81320,7451,29115,based on a book,1240861510,2009-04-27 19:45:10,04/2009
81953,91500,34494,based on a book,1359318089,2013-01-27 20:21:29,01/2013
82578,44191,134156,comic book,1282870344,2010-08-27 00:52:24,08/2010
82592,51662,134156,comic book,1282870409,2010-08-27 00:53:29,08/2010
82608,68319,134156,comic book,1248587246,2009-07-26 05:47:26,07/2009
82609,68319,134156,Comic Book adaption,1248587232,2009-07-26 05:47:12,07/2009
82619,73017,134156,Based on a book,1282870285,2010-08-27 00:51:25,08/2010
82624,76251,134156,comic book,1296635829,2011-02-02 08:37:09,02/2011
85328,353,107711,comic book,1247640472,2009-07-15 06:47:52,07/2009
85395,661,107711,adapted from:book,1248746143,2009-07-28 01:55:43,07/2009
85398,661,107711,based on a book,1248746135,2009-07-28 01:55:35,07/2009
85399,661,107711,based on book,1248746138,2009-07-28 01:55:38,07/2009
85461,1032,107711,adapted from:book,1246933374,2009-07-07 02:22:54,07/2009
85463,1032,107711,based on a book,1246933372,2009-07-07 02:22:52,07/2009
85601,2087,107711,adapted from:book,1246935469,2009-07-07 02:57:49,07/2009
85602,2087,107711,based on a book,1246935472,2009-07-07 02:57:52,07/2009
85917,4896,107711,adapted from:book,1247636346,2009-07-15 05:39:06,07/2009
85919,4896,107711,based on a book,1247636374,2009-07-15 05:39:34,07/2009
85920,4896,107711,based on book,1247636376,2009-07-15 05:39:36,07/2009
85936,4993,107711,based on a book,1245862316,2009-06-24 16:51:56,06/2009
85957,5816,107711,adapted from:book,1247636485,2009-07-15 05:41:25,07/2009
85960,5816,107711,based on a book,1247636491,2009-07-15 05:41:31,07/2009
86101,8368,107711,adapted from:book,1247636952,2009-07-15 05:49:12,07/2009
86103,8368,107711,based on a book,1247636955,2009-07-15 05:49:15,07/2009
86182,31696,107711,comic book,1248761056,2009-07-28 06:04:16,07/2009
86219,40815,107711,adapted from:book,1247636896,2009-07-15 05:48:16,07/2009
86221,40815,107711,based on a book,1247636902,2009-07-15 05:48:22,07/2009
86250,44191,107711,based on a book,1259002366,2009-11-23 18:52:46,11/2009
86252,44191,107711,comic book,1259002370,2009-11-23 18:52:50,11/2009
86357,56174,107711,based on a book,1276304027,2010-06-12 00:53:47,06/2010
86391,59315,107711,comic book,1245862723,2009-06-24 16:58:43,06/2009
86421,61240,107711,based on a book,1276303962,2010-06-12 00:52:42,06/2010
86446,68319,107711,comic book,1245726860,2009-06-23 03:14:20,06/2009
86447,68319,107711,Comic Book adaption,1245726858,2009-06-23 03:14:18,06/2009
86463,68554,107711,not faithful to the book,1245726364,2009-06-23 03:06:04,06/2009
86511,81834,107711,based on a book,1290639503,2010-11-24 22:58:23,11/2010
86516,2,1741,adapted from:book,1178996523,2007-05-12 19:02:03,05/2007
86536,17,1741,adapted from:book,1182132297,2007-06-18 02:04:57,06/2007
86541,25,1741,adapted from:book,1294239324,2011-01-05 14:55:24,01/2011
86546,28,1741,adapted from:book,1283004395,2010-08-28 14:06:35,08/2010
86565,39,1741,adapted from:book,1186883158,2007-08-12 01:45:58,08/2007
86585,105,1741,adapted from:book,1186881225,2007-08-12 01:13:45,08/2007
86607,160,1741,?adapted from:book,1190549121,2007-09-23 12:05:21,09/2007
86648,253,1741,adapted from:book,1186932346,2007-08-12 15:25:46,08/2007
86656,261,1741,adapted from:book,1187404367,2007-08-18 02:32:47,08/2007
86660,273,1741,adapted from:book,1177809595,2007-04-29 01:19:55,04/2007
86669,293,1741,compare:Silas Marner (book),1299448892,2011-03-06 22:01:32,03/2011
86720,349,1741,?adapted from:book,1190549109,2007-09-23 12:05:09,09/2007
86723,350,1741,adapted from:book,1186883042,2007-08-12 01:44:02,08/2007
86738,362,1741,adapted from:book,1183417158,2007-07-02 22:59:18,07/2007
86768,412,1741,adapted from:book,1268935988,2010-03-18 18:13:08,03/2010
86776,454,1741,adapted from:book,1181483336,2007-06-10 13:48:56,06/2007
86795,480,1741,adapted from:book,1182617326,2007-06-23 16:48:46,06/2007
86811,515,1741,adapted from:book,1238324811,2009-03-29 11:06:51,03/2009
86825,541,1741,adapted from:book,1177801987,2007-04-28 23:13:07,04/2007
86881,594,1741,adapted from:book,1340222428,2012-06-20 20:00:28,06/2012
86900,613,1741,adapted from:book,1343247816,2012-07-25 20:23:36,07/2012
86909,661,1741,adapted from:book,1183417175,2007-07-02 22:59:35,07/2007
86917,709,1741,adapted from:book,1181918278,2007-06-15 14:37:58,06/2007
86925,728,1741,adapted from:book,1280411760,2010-07-29 13:56:00,07/2010
86942,750,1741,adapted from:book,1297423795,2011-02-11 11:29:55,02/2011
86950,778,1741,adapted from:book,1247843421,2009-07-17 15:10:21,07/2009
86955,783,1741,adapted from:book,1183417148,2007-07-02 22:59:08,07/2007
86961,805,1741,adapted from:book,1190550542,2007-09-23 12:29:02,09/2007
86969,838,1741,adapted from:book,1186923527,2007-08-12 12:58:47,08/2007
86977,880,1741,adapted from:book,1177798801,2007-04-28 22:20:01,04/2007
86979,880,1741,related:The Island of Dr. Moreau (book),1275184151,2010-05-30 01:49:11,05/2010
86987,902,1741,adapted from:book,1190566735,2007-09-23 16:58:55,09/2007
86996,903,1741,adapted from:book,1353296711,2012-11-19 03:45:11,11/2012
87030,913,1741,adapted from:book,1177799058,2007-04-28 22:24:18,04/2007
87074,924,1741,adapted from:book,1177802136,2007-04-28 23:15:36,04/2007
87091,928,1741,adapted from:book,1278988270,2010-07-13 02:31:10,07/2010
87108,933,1741,adapted from:book,1181414714,2007-06-09 18:45:14,06/2007
87114,942,1741,adapted from:book,1344826405,2012-08-13 02:53:25,08/2012
87122,949,1741,adapted from:book,1217858797,2008-08-04 14:06:37,08/2008
87130,952,1741,adapted from:book,1237578722,2009-03-20 19:52:02,03/2009
87150,965,1741,adapted from:book,1186853893,2007-08-11 17:38:13,08/2007
87156,1006,1741,adapted from:book,1178372808,2007-05-05 13:46:48,05/2007
87173,1019,1741,adapted from:book,1186853819,2007-08-11 17:36:59,08/2007
87180,1023,1741,adapted from:book,1183416937,2007-07-02 22:55:37,07/2007
87185,1028,1741,adapted from:book,1177799199,2007-04-28 22:26:39,04/2007
87199,1031,1741,adapted from:book,1275183175,2010-05-30 01:32:55,05/2010
87209,1031,1741,related:The Island of Dr. Moreau (book),1275184061,2010-05-30 01:47:41,05/2010
87214,1032,1741,adapted from:book,1183416987,2007-07-02 22:56:27,07/2007
87225,1073,1741,adapted from:book,1183912931,2007-07-08 16:42:11,07/2007
87249,1096,1741,adapted from:book,1183427031,2007-07-03 01:43:51,07/2007
87276,1161,1741,?adapted from:book,1182098291,2007-06-17 16:38:11,06/2007
87283,1179,1741,adapted from:book,1177810446,2007-04-29 01:34:06,04/2007
87284,1183,1741,adapted from:book,1177808846,2007-04-29 01:07:26,04/2007
87295,1193,1741,adapted from:book,1226971348,2008-11-18 01:22:28,11/2008
87301,1197,1741,adapted from:book,1182098252,2007-06-17 16:37:32,06/2007
87323,1206,1741,adapted from:book,1270338777,2010-04-03 23:52:57,04/2010
87330,1207,1741,adapted from:book,1177798247,2007-04-28 22:10:47,04/2007
87334,1208,1741,adapted from:book,1177805176,2007-04-29 00:06:16,04/2007
87390,1231,1741,adapted from:book,1241280994,2009-05-02 16:16:34,05/2009
87396,1232,1741,adapted from:book,1245001408,2009-06-14 17:43:28,06/2009
87428,1250,1741,adapted from:book,1267290889,2010-02-27 17:14:49,02/2010
87447,1258,1741,adapted from:book,1279029538,2010-07-13 13:58:58,07/2010
87470,1267,1741,adapted from:book,1178998293,2007-05-12 19:31:33,05/2007
87487,1277,1741,adapted from:book,1177807790,2007-04-29 00:49:50,04/2007
87504,1284,1741,adapted from:book,1179117971,2007-05-14 04:46:11,05/2007
87532,1295,1741,adapted from:book,1186971875,2007-08-13 02:24:35,08/2007
87535,1296,1741,adapted from:book,1287341300,2010-10-17 18:48:20,10/2010
87542,1303,1741,adapted from:book,1242856671,2009-05-20 21:57:51,05/2009
87554,1339,1741,adapted from:book,1177806295,2007-04-29 00:24:55,04/2007
87556,1345,1741,adapted from:book,1182126292,2007-06-18 00:24:52,06/2007
87576,1367,1741,adapted from:book,1183417280,2007-07-02 23:01:20,07/2007
87620,1408,1741,adapted from:book,1187302719,2007-08-16 22:18:39,08/2007
87634,1483,1741,adapted from:book,1276626250,2010-06-15 18:24:10,06/2010
87658,1584,1741,adapted from:book,1177803632,2007-04-28 23:40:32,04/2007
87662,1610,1741,?adapted from:book,1190549082,2007-09-23 12:04:42,09/2007
87676,1648,1741,adapted from:book,1242855204,2009-05-20 21:33:24,05/2009
87688,1676,1741,adapted from:book,1181483633,2007-06-10 13:53:53,06/2007
87690,1678,1741,adapted from:book,1177798956,2007-04-28 22:22:36,04/2007
87696,1683,1741,adapted from:book,1314480783,2011-08-27 21:33:03,08/2011
87702,1711,1741,adapted from:book,1187304742,2007-08-16 22:52:22,08/2007
87716,1735,1741,adapted from:book,1177810349,2007-04-29 01:32:29,04/2007
87721,1779,1741,adapted from:book,1251678592,2009-08-31 00:29:52,08/2009
87723,1801,1741,adapted from:book series,1351184925,2012-10-25 17:08:45,10/2012
87727,1873,1741,adapted from:book,1187305022,2007-08-16 22:57:02,08/2007
87731,1884,1741,adapted from:book,1177809228,2007-04-29 01:13:48,04/2007
87739,1911,1741,adapted from:book series,1177808301,2007-04-29 00:58:21,04/2007
87748,1951,1741,adapted from:book,1177798535,2007-04-28 22:15:35,04/2007
87817,2018,1741,adapted from:book,1283795035,2010-09-06 17:43:55,09/2010
87822,2020,1741,adapted from:book,1177807869,2007-04-29 00:51:09,04/2007
87826,2021,1741,adapted from:book,1177808664,2007-04-29 01:04:24,04/2007
87828,2021,1741,massacred the book,1278857052,2010-07-11 14:04:12,07/2010
87830,2025,1741,adapted from:book,1187303475,2007-08-16 22:31:15,08/2007
87837,2067,1741,adapted from:book,1177808299,2007-04-29 00:58:19,04/2007
87839,2078,1741,adapted from:book,1228441083,2008-12-05 01:38:03,12/2008
87843,2081,1741,adapted from:book,1183934159,2007-07-08 22:35:59,07/2007
87853,2087,1741,adapted from:book,1178996663,2007-05-12 19:04:23,05/2007
87881,2116,1741,adapted from:book,1183913293,2007-07-08 16:48:13,07/2007
87883,2117,1741,adapted from:book,1187381810,2007-08-17 20:16:50,08/2007
87886,2118,1741,adapted from:book,1182126166,2007-06-18 00:22:46,06/2007
87890,2120,1741,adapted from:book,1182126243,2007-06-18 00:24:03,06/2007
87892,2121,1741,adapted from:book,1182126230,2007-06-18 00:23:50,06/2007
87895,2122,1741,adapted from:book,1182126259,2007-06-18 00:24:19,06/2007
87900,2135,1741,adapted from:book series,1216229540,2008-07-16 17:32:20,07/2008
87906,2137,1741,adapted from:book,1177803219,2007-04-28 23:33:39,04/2007
87911,2138,1741,adapted from:book,1183417009,2007-07-02 22:56:49,07/2007
87912,2139,1741,adapted from:book,1183416820,2007-07-02 22:53:40,07/2007
87979,2311,1741,adapted from:book,1211546677,2008-05-23 12:44:37,05/2008
88063,2433,1741,adapted from:book,1178372877,2007-05-05 13:47:57,05/2007
88069,2467,1741,adapted from:book,1183902947,2007-07-08 13:55:47,07/2007
88080,2513,1741,adapted from:book,1187382370,2007-08-17 20:26:10,08/2007
88082,2517,1741,adapted from:book,1182126212,2007-06-18 00:23:32,06/2007
88097,2550,1741,adapted from:book,1279030081,2010-07-13 14:08:01,07/2010
88101,2551,1741,adapted from:book,1179173046,2007-05-14 20:04:06,05/2007
88130,2648,1741,adapted from:book,1177809587,2007-04-29 01:19:47,04/2007
88146,2662,1741,adapted from:book,1183908098,2007-07-08 15:21:38,07/2007
88158,2687,1741,adapted from:book,1183417259,2007-07-02 23:00:59,07/2007
88188,2729,1741,adapted from:book,1224536754,2008-10-20 21:05:54,10/2008
88194,2761,1741,adapted from:book,1245002810,2009-06-14 18:06:50,06/2009
88219,2803,1741,adapted from:book,1190549917,2007-09-23 12:18:37,09/2007
88359,3095,1741,adapted from:book,1183905711,2007-07-08 14:41:51,07/2007
88382,3148,1741,adapted from:book,1183427882,2007-07-03 01:58:02,07/2007
88387,3156,1741,adapted from:book,1251679789,2009-08-31 00:49:49,08/2009
88403,3179,1741,adapted from:book,1177805019,2007-04-29 00:03:39,04/2007
88440,3256,1741,adapted from:book,1183930473,2007-07-08 21:34:33,07/2007
88443,3260,1741,adapted from:book,1186931834,2007-08-12 15:17:14,08/2007
88452,3271,1741,adapted from:book,1183929729,2007-07-08 21:22:09,07/2007
88494,3435,1741,adapted from:book,1268003944,2010-03-07 23:19:04,03/2010
88516,3461,1741,adapted from:book,1183908767,2007-07-08 15:32:47,07/2007
88523,3499,1741,adapted from:book,1182126153,2007-06-18 00:22:33,06/2007
88549,3535,1741,?adapted from:book,1184852386,2007-07-19 13:39:46,07/2007
88610,3698,1741,adapted from:book,1181919173,2007-06-15 14:52:53,06/2007
88623,3733,1741,adapted from:book,1177798557,2007-04-28 22:15:57,04/2007
88641,3801,1741,adapted from:book,1179511049,2007-05-18 17:57:29,05/2007
88663,3932,1741,adapted from:book,1227647021,2008-11-25 21:03:41,11/2008
88687,3988,1741,adapted from:book,1188586968,2007-08-31 19:02:48,08/2007
88714,4027,1741,adapted from:book,1186925625,2007-08-12 13:33:45,08/2007
88737,4234,1741,adapted from:book,1326799702,2012-01-17 11:28:22,01/2012
88740,4246,1741,adapted from:book,1177803156,2007-04-28 23:32:36,04/2007
88743,4280,1741,adapted from:book,1183427824,2007-07-03 01:57:04,07/2007
88770,4368,1741,adapted from:book series,1177808418,2007-04-29 01:00:18,04/2007
88842,4896,1741,adapted from:book,1177798717,2007-04-28 22:18:37,04/2007
88852,4993,1741,adapted from:book,1184558842,2007-07-16 04:07:22,07/2007
88856,5008,1741,adapted from:book,1178372090,2007-05-05 13:34:50,05/2007
88883,5064,1741,adapted from:book,1186922031,2007-08-12 12:33:51,08/2007
88906,5418,1741,adapted from:book,1186880902,2007-08-12 01:08:22,08/2007
88914,5445,1741,adapted from:book,1177799172,2007-04-28 22:26:12,04/2007
88943,5816,1741,adapted from:book,1177798760,2007-04-28 22:19:20,04/2007
88957,5945,1741,adapted from:book,1228441038,2008-12-05 01:37:18,12/2008
88959,5952,1741,adapted from:book,1177799002,2007-04-28 22:23:22,04/2007
88964,5992,1741,related:book:Mrs. Dalloway,1187300605,2007-08-16 21:43:25,08/2007
88969,6003,1741,adapted from:book,1177807473,2007-04-29 00:44:33,04/2007
88997,6303,1741,adapted from:book,1183912057,2007-07-08 16:27:37,07/2007
88999,6305,1741,adapted from:book,1177809063,2007-04-29 01:11:03,04/2007
89066,6787,1741,adapted from:book,1186324982,2007-08-05 14:43:02,08/2007
89073,6879,1741,adapted from:book,1178371835,2007-05-05 13:30:35,05/2007
89091,7046,1741,adapted from:book,1225800342,2008-11-04 12:05:42,11/2008
89095,7153,1741,adapted from:book,1177799019,2007-04-28 22:23:39,04/2007
89097,7163,1741,adapted from:book,1190550183,2007-09-23 12:23:03,09/2007
89121,7669,1741,adapted from:book,1247070558,2009-07-08 16:29:18,07/2009
89123,7842,1741,adapted from:book series,1211546554,2008-05-23 12:42:34,05/2008
89125,8207,1741,adapted from:book,1188682000,2007-09-01 21:26:40,09/2007
89127,8228,1741,adapted from:book,1177799083,2007-04-28 22:24:43,04/2007
89133,8368,1741,adapted from:book,1237170954,2009-03-16 02:35:54,03/2009
89164,8949,1741,adapted from:book,1189037451,2007-09-06 00:10:51,09/2007
89193,26614,1741,adapted from:book,1279413300,2010-07-18 00:35:00,07/2010
89200,27706,1741,adapted from:book series,1178879296,2007-05-11 10:28:16,05/2007
89202,27904,1741,adapted from:book,1257367942,2009-11-04 20:52:22,11/2009
89207,30793,1741,adapted from:book,1183854806,2007-07-08 00:33:26,07/2007
89249,34048,1741,adapted from:book,1222645258,2008-09-28 23:40:58,09/2008
89286,37741,1741,book:In Cold Blood,1190565135,2007-09-23 16:32:15,09/2007
89295,40629,1741,adapted from:book,1183904711,2007-07-08 14:25:11,07/2007
89297,40815,1741,adapted from:book,1177798742,2007-04-28 22:19:02,04/2007
89304,41566,1741,adapted from:book,1182616854,2007-06-23 16:40:54,06/2007
89310,41571,1741,adapted from:book,1183426224,2007-07-03 01:30:24,07/2007
89323,45447,1741,adapted from:book,1177807831,2007-04-29 00:50:31,04/2007
89329,45720,1741,adapted from:book,1177808189,2007-04-29 00:56:29,04/2007
89370,48774,1741,adapted from:book,1242856526,2009-05-20 21:55:26,05/2009
89413,52435,1741,adapted from:book,1227640988,2008-11-25 19:23:08,11/2008
89447,54001,1741,adapted from:book,1247845825,2009-07-17 15:50:25,07/2009
89450,54259,1741,adapted from:book,1188405290,2007-08-29 16:34:50,08/2007
89496,55995,1741,adapted from:book,1239776189,2009-04-15 06:16:29,04/2009
89497,56145,1741,adapted from:book,1196000286,2007-11-25 14:18:06,11/2007
89506,56174,1741,adapted from:book,1197684919,2007-12-15 02:15:19,12/2007
89565,59501,1741,adapted from:book,1211500268,2008-05-22 23:51:08,05/2008
89619,61240,1741,adapted from:book,1286124100,2010-10-03 16:41:40,10/2010
89641,63992,1741,adapted from:book,1278121492,2010-07-03 01:44:52,07/2010
89655,64957,1741,adapted from:book,1247844903,2009-07-17 15:35:03,07/2009
89663,66097,1741,adapted from:book,1311770239,2011-07-27 12:37:19,07/2011
89667,67255,1741,adapted from:book,1278555648,2010-07-08 02:20:48,07/2010
89689,68554,1741,adapted from:book,1313375730,2011-08-15 02:35:30,08/2011
89704,69844,1741,adapted from:book,1247845575,2009-07-17 15:46:15,07/2009
89712,73017,1741,adapted from:book series,1270115718,2010-04-01 09:55:18,04/2010
89726,74789,1741,adapted from:book series,1268003800,2010-03-07 23:16:40,03/2010
89752,80463,1741,adapted from:book,1286549257,2010-10-08 14:47:37,10/2010
89780,81847,1741,adapted from:book,1290871214,2010-11-27 15:20:14,11/2010
89796,84954,1741,adapted from:book,1313855793,2011-08-20 15:56:33,08/2011
89839,90866,1741,adapted from:book,1323657448,2011-12-12 02:37:28,12/2011
89851,91500,1741,adapted from:book,1332549148,2012-03-24 00:32:28,03/2012
89856,91542,1741,adapted from:book series,1324094197,2011-12-17 03:56:37,12/2011
89874,91658,1741,adapted from:book,1323974295,2011-12-15 18:38:15,12/2011
